,kospi200,call,put,aggregate,real_vkospi,put_call_ratio,call_put_average_real
2019-05-29,261.37,11.56,13.15,17.55,17.32,1.573,0.8324022346368716
2019-05-28,264.7,10.7,13.52,17.25,17.01,1.113,0.9341317365269461
2019-05-27,264.4,10.32,13.88,17.32,17.07,1.139,0.9181286549707601
2019-05-24,264.42,10.33,13.31,16.87,16.66,1.476,0.9751552795031054
2019-05-23,266.38,11.23,12.01,16.51,16.4,1.305,0.8479532163742689
2019-05-22,266.65,9.89,12.82,16.21,16.1,0.849,0.9745222929936307
2019-05-21,266.12,9.7,12.31,15.72,15.66,0.917,0.9664429530201343
2019-05-20,264.96,9.9,12.49,15.94,15.9,1.105,0.9155844155844155
2019-05-17,264.35,9.51,12.89,16.02,16.03,1.481,0.9210526315789475
2019-05-16,265.99,9.33,13.67,16.62,16.6,1.495,0.9119496855345912
2019-05-15,269.64,10.2,13.09,16.6,16.63,1.012,0.9254658385093167
2019-05-14,268.57,11.74,13.64,18.06,18.05,1.283,0.8659217877094972
2019-05-13,268.72,10.217908037577827,15.436444061475669,18.552158906536693,18.38,1.407,0.8983050847457628
2019-05-10,272.06,10.730679123700233,15.58328064925694,18.933860929242602,18.53,1.566,0.8406593406593408
2019-05-09,271.0,10.732001617027255,15.366222388325584,18.748055676282487,18.28,2.221,1.0375
2019-05-08,280.15,9.68,12.94,16.16,15.83,1.07,0.7564766839378237
2019-05-07,281.31,8.63,12.11,14.9,14.61,1.596,0.907514450867052
2019-05-03,283.67,8.01,11.1,13.75,13.54,1.186,0.8473282442748091
2019-05-02,286.12,8.16,11.21,13.91,13.72,0.783,0.9411764705882354
2019-04-30,284.92,8.65,10.26,13.43,13.28,1.123,0.8671874999999999
2019-04-29,286.79,8.49,10.34,13.37,13.22,0.542,0.9923076923076923
2019-04-26,281.34,7.54,10.7,13.14,12.98,1.5,0.8571428571428572
2019-04-25,282.83,8.57,9.75,13.01,12.88,1.285,0.8640000000000001
2019-04-24,283.7,7.43,10.67,13.07,12.9,1.665,0.8780487804878049
2019-04-23,286.47,7.67,10.29,12.87,12.72,1.073,0.8861788617886178
2019-04-22,285.87,8.06,10.18,13.03,12.89,1.1,0.9024390243902438
2019-04-19,285.89,7.95,9.62,12.54,12.45,1.265,0.896551724137931
2019-04-18,285.82,8.23,9.92,12.94,12.85,1.382,0.9090909090909092
2019-04-17,290.33,8.32,9.53,12.71,12.65,0.884,1.026315789473684
2019-04-16,290.62,8.41,9.4,12.68,12.66,1.078,0.983050847457627
2019-04-15,289.38,8.48,9.76,12.93,12.92,0.902,1.0254237288135593
2019-04-12,288.37,6.97,10.01,12.28,12.41,1.025,0.9495798319327732
2019-04-11,287.42,7.72,9.29,12.08,12.29,0.998,0.8833333333333333
2019-04-10,287.92,,,,30.4,0.847,1.0793650793650793
2019-04-09,286.71,7.52,9.83,12.39,12.67,0.702,0.9328358208955224
2019-04-08,286.38,7.62,10.46,12.97,13.15,1.085,0.8689655172413793
2019-04-05,286.68,8.62,10.43,13.53,13.59,0.879,1.0564516129032258
2019-04-04,286.15,8.16,10.83,13.58,13.6,0.653,1.0155038759689923
2019-04-03,285.65,7.68,10.72,13.25,13.29,0.592,1.0
2019-04-02,281.72,7.97,10.66,13.33,13.34,0.828,0.8283582089552238
2019-04-01,280.32,9.27,10.09,13.74,13.73,0.67,0.9253731343283582
2019-03-29,276.48,8.35,11.66,14.39,14.29,1.113,0.8424657534246576
2019-03-28,275.08,9.81,11.41,15.06,14.92,1.402,0.9379310344827586
2019-03-27,277.28,8.99,11.76,14.81,14.67,1.419,0.9580419580419579
2019-03-26,277.6,9.16,11.85,14.98,14.82,1.35,0.9109589041095891
2019-03-25,277.45,9.15,12.2,15.25,15.06,1.748,0.8993288590604027
2019-03-22,283.13,8.48,10.02,13.13,13.1,1.078,0.8809523809523809
2019-03-21,282.38,8.14,10.8,13.54,13.48,0.723,0.8863636363636364
2019-03-20,279.92,8.88,10.8,13.99,13.95,1.487,1.0
2019-03-19,279.82,8.52,10.59,13.6,13.6,1.095,0.9538461538461539
2019-03-18,279.93,8.96,10.6,13.88,13.9,1.086,0.9923664122137404
2019-03-15,279.87,8.51,10.44,13.47,13.6,0.71,0.9921874999999999
2019-03-14,276.64,8.15,11.16,13.86,13.96,1.217,0.9769230769230769
2019-03-13,276.0,9.31,11.21,14.59,14.79,1.436,0.7633136094674557
2019-03-12,277.73,8.97,11.33,14.45,14.6,0.849,0.9794520547945206
2019-03-11,275.06,9.45,12.38,15.57,15.58,1.225,0.9440993788819875
2019-03-08,274.84,8.86,12.38,15.23,15.17,1.508,0.9347826086956521
2019-03-07,278.87,7.67,12.35,14.61,14.55,1.344,0.8680555555555556
2019-03-06,279.85,8.94,11.56,14.61,14.53,1.381,1.0615384615384615
2019-03-05,280.45,9.17,11.64,14.84,14.75,1.343,0.9295774647887324
2019-03-04,282.51,9.17,12.05,15.14,15.01,1.187,0.8709677419354839
2019-02-28,283.8,8.88,12.98,15.77,15.49,1.093,0.9230769230769231
2019-02-27,288.76,8.76,11.78,14.74,14.54,0.977,0.8344370860927153
2019-02-26,287.89,9.48,11.43,14.85,14.63,1.042,0.8611111111111112
2019-02-25,289.0,8.85,11.88,14.83,14.59,0.86,1.0
2019-02-22,288.74,9.02,11.12,14.38,14.2,1.01,0.8832116788321168
2019-02-21,288.41,9.82,10.87,14.71,14.53,0.876,0.8985507246376812
2019-02-20,288.4,9.78,11.05,14.8,14.64,0.734,0.8671328671328671
2019-02-19,284.91,9.71,11.83,15.32,15.15,0.934,0.9856115107913669
2019-02-18,285.9,8.19,11.81,14.4,14.29,0.954,1.0234375
2019-02-15,283.98,7.74,11.94,14.27,14.24,1.522,0.8529411764705882
2019-02-14,288.68,9.25,10.03,13.67,13.76,0.746,0.8248175182481753
2019-02-13,284.97,10.58,11.54,15.68,15.77,0.718,1.0538461538461539
2019-02-12,283.69,8.61,12.0,14.8,14.88,0.607,1.0222222222222224
2019-02-11,282.1,9.14,11.66,14.82,14.87,1.024,0.900709219858156
2019-02-08,281.49,8.63,12.15,14.92,14.83,1.568,0.9083969465648856
2019-02-07,285.65,9.84,11.02,14.84,14.75,0.93,0.8840579710144927
2019-02-01,285.79,8.72,12.28,15.11,14.86,0.904,0.9172932330827067
2019-01-31,285.89,9.13,12.88,15.82,15.51,0.71,1.0522388059701493
2019-01-30,286.62,10.68,13.71,17.38,16.99,0.664,1.012121212121212
2019-01-29,283.0,9.99,11.69,15.41,15.18,0.954,0.9027777777777778
2019-01-28,281.64,8.88,12.28,15.18,14.94,0.76,0.8732394366197184
2019-01-25,281.67,8.68,11.72,14.59,14.42,0.611,0.911764705882353
2019-01-24,276.61,8.1,11.54,14.13,14.03,0.832,0.8602941176470588
2019-01-23,273.87,8.74,12.04,14.9,14.8,0.797,0.9432624113475178
2019-01-22,272.71,9.44,11.66,15.01,14.93,1.078,0.8561643835616438
2019-01-21,274.0,8.59,11.91,14.71,14.64,1.07,0.9214285714285715
2019-01-18,273.88,8.28,11.58,14.26,14.32,0.871,0.9347826086956521
2019-01-17,271.88,8.7,12.08,14.9,14.98,0.963,0.8590604026845637
2019-01-16,271.23,8.19,11.9,14.48,14.62,0.962,0.916083916083916
2019-01-15,269.93,9.54,11.37,14.86,15.06,0.665,0.9722222222222222
2019-01-14,264.99,8.881208164679649,11.888782631425226,14.839783661363114,14.97,1.418,0.8445945945945945
2019-01-11,267.13,8.869482915265365,11.717559775214884,14.696132520467343,14.67,0.962,0.9078014184397164
2019-01-10,265.55,9.39739999004027,11.80856216395213,15.100204006898766,15.01,0.99,0.8333333333333334
2019-01-09,265.6,10.03,12.0,15.66,15.45,0.482,0.6555555555555556
2019-01-08,259.65,10.14,12.91,16.42,16.13,1.195,1.084967320261438
2019-01-07,261.57,10.37,13.56,17.08,16.67,0.839,1.0643274853801168
2019-01-04,257.89,12.01,14.02,18.49,17.96,1.116,0.9464285714285714
2019-01-03,255.77,12.77,15.22,19.92,19.25,1.45,0.8842105263157896
